20 10000
12 -14 6
6 -1 2
2 -4 10
-6 4 3
5 3 14
-45 -26 1
-6 20 5
21 9 11
0 7 14
-19 6 9
27 -16 4
26 10 10
-3 25 12
-2 -33 16
-11 -6 6
-16 -1 6
5 0 2
8 -44 10
27 30 6
16 8 6
16 31 9923 1
43 30 2220 1580
-5 -32 10458 1535
-12 -11 4676 803
13 49 503 613
-11 10 7446 1
-47 9 6725 678
5 -34 5053 45
-19 5 1473 1
3 -27 7135 1
20 -26 18740 1
14 9 0 2241
-3 -38 0 1
-26 -16 11462 2217
-28 28 3802 225
-35 -12 8338 1135
-11 -42 6348 748
-13 16 1440 1
2 29 9507 443
3 -16 0 553
-19 -1 0 1
-12 20 8535 594
15 -17 6506 1
0 -1 5353 1
-28 9 409 1
-32 -7 0 357
19 -15 4747 701
-8 5 7121 923
11 -14 3429 1116
-11 -18 145 927
14 -10 9920 1
10 -25 6916 1
-27 -13 985 1
-10 -1 0 1
-14 -23 2446 1
14 9 0 1
0 -28 11594 285
-30 -5 6132 1280
-11 -19 2764 159
2 0 6929 791
-4 7 0 59
-29 -6 1709 1
-3 0 5947 920
23 -9 10551 1
-11 -13 7309 613
-13 -23 4788 1030
-12 14 4929 1714
-9 -26 8519 401
0 3 12864 126
29 33 8191 1
-21 4 3379 708
10 22 3818 1
-13 -13 6423 1
-8 -27 16262 937
30 -11 779 1573
7 -11 0 28
-6 40 0 1
3 -8 0 352
19 7 5285 1
8 12 0 1
23 0 5172 1
7 7 9377 1647
-6 -7 565 249
0 16 378 701
23 38 15975 1
-12 -7 2788 1
-33 -16 6256 296
-6 -11 4261 1
-17 10 1035 752
-5 -9 0 1438
-6 -17 8614 430
-3 -7 0 1104
-24 11 2257 1060
-12 -24 0 1
19 0 2822 829
12 -4 9654 579
-9 -31 20500 42
-34 11 10342 1
26 5 6253 34
29 -2 11938 110
29 3 11770 590
22 2 0 1
20 -17 2622 870
2 -33 5806 582
-3 37 10887 78
-18 1 9503 229
-15 21 6008 1131
-17 0 3095 1
5 -9 8946 1
-25 15 4103 1
44 14 0 1
-4 -6 9967 1
3 0 394 1
-3 6 6496 712
-21 4 487 626
-27 45 3949 1
8 41 2161 1639
-4 -27 6925 1216
7 -21 2757 409
-15 7 8809 2539
1 -25 11728 1
-33 -7 740 1668
29 -8 1855 732
16 -2 10608 1
7 1 4345 735
16 -20 19120 1
-11 -10 8191 1
24 -28 10024 236
-6 29 8342 1
18 27 0 1
13 -9 5588 358
6 -40 15357 1
13 -2 5550 1
-17 0 9531 534
0 -11 5633 1
7 37 6489 1022
-41 -12 7745 1
-22 13 11669 1
-3 -43 6754 195
34 -8 5889 1
-37 -13 6967 1029
15 -20 0 436
5 29 6541 1773
34 -11 3885 1
-2 -16 7120 1
8 7 11834 1
14 -24 12240 464
33 22 8019 1
-1 -7 10035 829
-6 -8 40 1
-12 11 1497 760
-10 57 6387 1
-7 -8 0 1
11 7 689 1
-15 -12 2915 1371
2 19 4267 1
6 3 11667 597
22 -3 9556 1
14 4 8839 1
-34 17 4418 1
-3 -32 10510 1
12 6 13262 1463
-13 -7 9010 567
-21 32 0 1243
6 31 0 310
-42 -13 10195 117
-21 -15 12169 1
-3 19 14827 776
2 29 4119 1
-34 14 0 1211
23 22 0 632
12 18 3824 1
24 -24 4762 1
6 -21 12743 166
44 34 0 1
-4 0 5931 363
7 -3 13423 1739
0 -4 4499 354
-27 17 7744 492
-15 -6 15658 1
1 -18 9762 182
16 25 2573 694
-14 -9 7328 676
5 -18 7065 268
-2 -6 5021 1
30 5 1782 12
11 -1 8391 1
-7 13 8342 611
9 -3 10359 1
2 3 0 404
-26 6 7020 1
28 -1 0 1
-1 8 1825 851
-11 29 0 1
12 22 11295 782
-7 -14 975 1
-42 -22 9047 106
-28 18 10381 1267
25 -12 11512 839
-5 -6 4840 279
15 32 9657 933
10 10 0 1301
34 -31 5286 1
4 -13 0 411
-21 -21 13355 1
22 6 16316 1
29 16 6752 1
-21 1 6598 1
0 1 7138 325
-3 1 11821 1
-13 24 6845 1
-7 10 8645 609
7 -17 11516 1
19 -16 15103 1180
32 6 0 869
23 -32 0 476
18 -8 11102 1345
-30 -5 0 204
27 20 13556 1337
-32 9 11955 707
12 1 6166 236
-2 0 8011 440
-41 13 8219 1
-3 -45 2642 2510
19 2 5732 674
-13 -6 938 320
-8 -14 0 1
-31 -36 6292 1
33 -10 14556 1
-47 28 1968 1278
6 9 6331 3635
10 -36 6550 1
7 -48 7855 310
-8 3 5220 296
-7 4 6223 1509
15 7 5324 301
19 21 0 1
-15 10 12522 306
-26 -18 3486 413
35 -45 0 1744
-8 0 8519 659
0 -7 15574 1
-3 15 9264 615
30 -22 0 1
3 -21 7787 1
-16 -2 1639 1104
-17 -23 239 1925
-8 2 0 819
36 0 4124 174
26 1 8053 69
-6 -25 1402 1
-13 -10 7686 1
-7 7 2395 1
16 2 0 2551
32 6 261 2407
24 -16 5859 1070
43 -1 0 748
-5 -8 171 1
0 -2 0 97
-1 -48 1275 153
-32 6 2201 1
12 -34 4806 2658
-12 -1 2215 1
-24 12 0 1896
-3 16 4682 120
-8 13 4221 207
-7 -4 2246 1
1 1 8660 1
10 -5 141 1
22 -20 0 1
-3 21 3349 1
-9 -5 0 1
-14 -2 12581 1461
-7 -2 10007 143
-16 21 0 1292
33 -30 9846 1
-2 18 4786 710
-6 4 15040 1
-15 14 4833 1
-20 -19 546 1260
-12 25 7779 1591
0 -6 0 1
10 -5 0 724
-11 -4 0 1
-27 -38 10537 1
-1 7 0 466
-5 -1 7551 1
-13 -44 6275 90
30 15 4847 236
21 1 6179 721
-4 -4 11437 1
-11 -11 2964 1
-5 10 9511 1
39 8 2626 863
-11 -8 5381 1
-7 21 7423 1
0 14 3178 584
-3 0 359 2058
-5 12 4909 1
-30 20 6547 1
-22 6 1503 1
3 -18 0 315
14 4 6321 1
-19 -14 0 649
25 17 8675 1
-1 -18 0 1
17 -15 7803 1
27 1 0 1
-12 4 7863 1
-24 6 538 1
9 21 8888 1
3 3 3611 1584
11 -23 0 914
28 10 0 1262
-30 -1 3621 110
-13 -31 3136 1294
0 -25 12595 1
29 2 4445 1
38 -28 6345 1
19 12 3881 376
28 -25 519 2426
-41 11 0 1
30 13 2466 1
10 1 965 1054
6 -28 0 1
41 1 1858 408
-14 -13 5882 2337
-8 -12 9691 384
9 3 8222 639
1 -33 5454 1
8 19 2681 1526
-2 3 3832 1582
-14 -28 0 423
-10 -31 349 644
12 11 3899 930
23 1 2642 64
27 20 8265 1
-5 18 8647 1
9 15 6171 1838
32 -4 0 717
-28 48 6569 1
-19 17 5160 1938
6 -4 7328 1
-15 38 7393 189
-16 16 3919 1
6 2 3073 702
-9 -1 5474 657
-18 21 9163 1
-24 19 9701 1
25 6 1961 1
1 -29 0 1
-12 2 1584 418
-16 9 0 906
-25 10 5408 1365
41 -30 6511 441
15 5 3339 1224
50 7 0 1214
-22 26 12157 368
19 11 5413 271
13 32 0 463
-12 -18 9473 1
25 3 0 1
12 -41 1796 1
-17 -7 0 1
-21 -30 12585 1
-3 19 16025 36
-16 13 11646 1
-2 34 3600 52
-10 2 3788 1
27 45 7713 1
-50 -24 2813 1
-19 -15 4059 1611
-16 3 7943 1
7 1 5467 485
-21 9 1400 1
-27 -27 5002 1
-37 35 8602 816
-32 -27 0 273
9 -2 0 1
33 -11 0 669
16 28 8386 537
40 -18 2831 1
-14 -22 2064 288
-9 -7 9764 897
-18 -2 4979 155
27 -3 0 500
3 -22 4003 1347
-10 -3 11943 1
-13 0 5567 1
35 -2 13209 213
11 9 6435 318
57 12 45 1
-6 -1 6479 1516
37 -49 12208 1
-19 19 134 1
14 12 0 1
14 -4 8022 1358
-29 15 2648 1117
4 26 1813 1798
17 -20 6161 1845
0 -14 15014 1
30 -3 8868 1
0 -39 3744 271
-33 -22 8616 1432
1 -21 11104 1
16 10 13647 203
9 5 9769 386
2 -23 8809 1
1 -21 13386 657
19 -8 14439 1484
13 -11 4573 1
13 4 0 1
-10 -20 7286 1
-32 39 0 309
24 -21 3260 1741
7 -15 2889 1
7 13 5479 1089
0 -20 0 1
0 -7 1281 1
-12 26 11858 2165
-34 8 0 1038
0 12 2257 1
-30 35 6538 1
-15 18 6805 1
-4 8 0 1
-24 -23 12057 1
-25 -3 5237 1
-1 5 3520 1682
9 -25 5704 580
3 35 6270 1
20 -25 5907 486
-3 0 7689 1
12 6 5753 1874
-22 -28 7262 1
7 -28 13527 1
29 -36 3356 303
15 -12 7704 483
15 -13 3424 1
-7 -9 0 1
-3 -13 0 388
-5 24 7749 1
-43 -7 0 326
16 19 7206 1
-30 -2 9510 1
3 14 5994 1819
9 -6 12744 330
-10 20 5178 1
37 -2 10145 252
-17 -1 9433 1
-8 5 7136 33
2 7 5741 1
21 16 0 312
-21 0 2784 1
31 -11 0 1
-30 21 817 1168
16 -11 3342 1
-21 9 4001 1468
44 46 3537 569
-3 6 14413 1
27 2 7542 1137
1 -10 834 710
8 -16 10896 1358
-21 -67 2763 1
43 -16 0 948
-2 -52 814 1
-6 3 9148 1
-10 -23 6496 153
20 3 4317 1
12 1 0 873
11 -7 5229 51
5 30 6140 1
24 -46 3517 1
7 -48 0 1
-29 -5 1025 85
4 32 9013 446
14 -1 5295 1
-36 4 1455 1
-3 30 6292 1
-17 -51 8281 1
11 13 0 1
13 6 12737 542
22 -10 2833 1
2 -6 8363 1
1 12 0 1
-4 -22 2059 282
-2 -18 10796 838
15 11 15028 1
-27 -14 3580 133
-7 3 11449 1
16 -14 5403 1
3 13 11140 1022
1 -12 4993 640
46 7 5386 1
-8 10 0 1
0 33 488 1242
6 -24 0 1
-41 9 4654 19
-3 -12 8934 80
-1 -11 3114 1898
19 -21 1029 1
-1 -19 7258 1
27 2 9905 622
46 -37 0 62
1 -5 14348 134
-9 14 5591 1
-3 12 4316 1
-15 -20 0 344
12 -11 4929 1
-18 7 9340 1
11 -2 8485 1
-36 -9 6168 260
-9 17 4361 1881
15 -21 8239 2263
23 16 2966 1303
14 -30 4658 1
-11 -5 3757 787
61 26 7048 1148
5 -36 9732 1
3 11 2693 1
-44 4 0 1
9 -16 2942 1
3 -26 10813 831
46 -4 0 1
41 -4 4243 1317
10 -5 5075 1607
-16 6 8187 1
7 25 15091 1
-24 -47 7800 1
-9 9 9875 1522
-17 3 5349 678
1 16 0 940
32 15 5226 779
-34 -5 5592 2168
-12 -14 10751 1
-15 28 4596 1
5 -25 0 1
-14 26 12245 922
-5 -25 0 1981
12 -50 7740 1408
39 29 0 1
-21 0 5157 1311
18 37 9908 498
28 -11 0 713
31 51 9719 650
36 -6 5135 166
14 7 6366 1
46 16 3357 403
21 -15 0 1
1 3 1446 713
30 -28 1913 1055
-12 -7 411 1436
13 7 0 985
11 29 0 1
-5 -42 8545 95
-12 -24 1632 1
-31 -29 7997 1
16 10 2084 790
4 2 8188 1
7 -41 1999 764
11 -16 5522 370
14 -43 3971 1
0 -38 3017 1
29 -22 0 1
12 -13 0 1
8 25 0 1
-6 1 8970 5
7 13 5061 1
-7 -5 11131 1
9 -10 0 1
25 -12 0 482
-28 9 0 1
-16 3 0 99
0 4 4515 1
9 -5 5932 1
27 11 0 45
16 9 10637 1274
17 11 4510 3486
27 21 6758 653
24 46 3329 1
18 -34 4743 1315
31 24 4151 1
10 6 7896 1
-11 24 8747 1834
-23 -27 5184 1
-14 -20 7644 1
-21 28 2283 1372
9 -15 5402 4
26 -17 14743 1
9 -7 1945 217
11 -2 15333 214
-15 6 6414 1
33 -18 2003 1716
29 0 13181 1
-23 23 8932 1
-12 7 1324 792
0 -1 3494 1787
-26 -1 8493 1333
0 -4 7042 662
-8 -2 4049 1
10 28 7055 1193
0 -44 16208 1
26 -16 7971 1
35 25 689 1089
-13 12 8054 2209
18 31 10077 627
-27 -7 4694 329
-14 39 5909 1
-4 -5 10865 1
-22 -29 7193 1267
0 0 11635 401
-12 7 3481 1
6 3 3642 1604
-25 2 3142 1
-18 -1 11249 581
-9 -19 237 1
-5 36 2574 326
17 5 1900 1
0 14 2808 1
-26 22 0 1248
15 2 9178 3007
-2 10 2872 1
4 -3 6151 549
4 -18 5608 1
-18 -17 9685 314
12 -53 7627 41
-38 10 10900 1
14 -29 1060 1
15 6 0 955
38 -13 4668 1847
-3 9 7803 470
23 -2 2555 1
-14 9 13585 710
30 -2 6794 757
-12 -11 7198 53
2 54 11583 1
31 20 1663 1656
-27 16 4259 1
-17 -1 0 1639
15 -11 3891 487
-27 9 8972 1
-3 -15 13397 1
0 14 9829 112
-38 -2 11835 1
11 6 2639 1
14 13 5561 397
5 -4 2758 375
13 -23 3244 331
-8 46 0 1
6 5 2151 332
10 31 6987 2000
9 -12 3228 1
-11 18 6300 1
14 -7 5437 550
-9 11 603 1
-29 13 4267 1
25 20 0 990
3 8 5654 1
-9 2 5397 658
-6 31 5117 1122
42 12 12095 162
28 -17 0 1
16 21 3594 1511
-14 -5 0 1
-19 8 2468 1
17 -31 10376 1
-4 6 8769 877
-16 -38 0 379
-58 -3 9765 1
36 12 0 429
-24 17 0 1
-18 4 4921 355
23 -15 3480 9
26 -5 7869 2065
12 -7 5692 488
11 4 10632 808
29 -25 14035 1
-19 22 8077 1
-21 -5 5862 333
3 0 0 1
-39 -15 9288 244
-11 46 4869 1154
-19 -11 2785 1
-8 30 0 1
0 0 9690 1
-35 -32 18433 919
6 -17 4949 1
4 23 8216 1105
28 1 5817 1
-8 -21 7218 1
-14 1 7354 981
-31 41 2217 1
20 30 7791 440
-19 8 4789 1081
2 10 4195 1
22 10 4302 195
-5 45 8818 1
34 15 7578 1538
16 14 864 1
-16 -38 4013 858
37 15 7705 413
6 6 1898 1
-11 -8 15640 1
-8 -41 7325 531
-15 14 5446 668
17 -16 4635 1746
-1 -12 3711 1
7 -3 541 1
4 -28 1927 1
-6 61 4675 1744
14 20 7644 1772
-12 -9 7476 665
0 6 5898 269
7 -25 9317 1
-9 10 0 1
21 33 5177 1400
11 32 2325 1
19 9 4055 1
-30 -11 2604 91
-6 -29 16091 1251
0 -16 6330 1
28 -7 12851 2089
14 57 8396 742
4 -12 8355 142
-13 17 0 839
-12 -8 8827 1
2 -16 8579 1
-27 -40 0 1983
8 2 9174 1
-19 -3 3752 1
0 32 9736 580
20 -8 0 587
-2 -2 6015 1
11 -20 10681 1
-12 22 10634 1057
-16 -3 5316 165
49 19 9744 1
-7 1 9630 555
20 -2 8229 1096
2 3 7654 1
-11 4 4711 1
18 -11 1824 1085
21 8 7200 1
0 -4 8505 275
23 9 0 1
5 14 0 557
2 23 3543 1
-15 15 1349 1
-15 0 0 1
-33 -16 1452 1
-26 14 7176 356
2 -11 6784 1
4 -18 1238 1
15 11 17226 555
-45 29 1038 1922
-6 -15 3796 1266
29 30 8859 642
0 -31 10306 1
-9 -28 1899 158
-29 -14 17199 1
-33 -18 0 1
-8 0 9187 444
-17 4 9399 1
12 19 4777 1
-16 -12 2277 1
-37 16 0 1
-5 -14 4499 1731
18 33 3007 1
25 -10 3167 1
12 -23 14171 1
14 -45 8425 1
-38 -1 5867 806
28 -5 724 1
-3 4 7077 1012
21 43 811 1
-6 45 3698 1
-23 -39 6317 1
-11 -15 0 1
3 22 0 1309
-34 7 1679 1229
12 -15 13139 1
25 -17 369 3
11 -7 6113 1
-7 12 10444 1
-10 31 0 1
0 0 7084 1967
20 20 9810 1
-28 -17 1873 1636
0 -18 8884 1
13 5 696 455
20 -3 9868 969
17 -7 10983 494
-3 -3 0 1556
31 0 7255 1
-18 20 4179 1
-35 -14 852 583
7 -54 2742 1
-26 -19 4947 825
22 -1 265 1
11 42 0 1264
-27 6 2399 620
-16 -3 6867 1
25 10 9753 1
-19 -39 0 993
32 13 2409 924
6 -18 15692 142
-4 5 2505 1
6 13 0 1
-14 -15 7950 685
-11 -23 3013 152
2 -8 0 3
7 5 0 1
27 -31 2388 858
2 37 11450 1
-29 10 5070 1392
8 0 10741 849
-9 4 6229 1
-3 21 2444 124
-33 -20 3854 1
-26 8 8645 819
-21 -15 2454 1
0 -30 1121 1
32 0 19583 246
10 -34 1790 2155
-31 40 9685 1
-5 19 4286 583
-34 -7 12174 1
-20 -6 4363 1
3 2 3145 1
-16 29 8126 143
-31 25 4410 1
14 58 5200 616
-9 34 12240 1
6 -7 4815 1
-9 -3 0 839
-9 9 476 481
-10 26 2287 1
-16 21 1153 1
20 17 9070 1
1 -9 11773 1
-6 -11 0 1
21 1 155 757
0 17 3535 1
-27 4 0 15
20 -24 4654 1
27 -15 4615 1257
19 -55 0 2128
16 -26 8663 1022
18 14 10235 324
23 5 6357 1
12 -7 7898 574
-19 -20 4235 16
31 -9 12020 1
1 -10 6999 472
-14 -33 2306 1
7 10 5626 1
-6 -3 8972 1
-3 -33 12313 1
29 -26 12130 1319
-42 17 3513 1547
-16 -27 2839 729
-10 13 0 99
4 -2 1702 1329
-17 -10 8472 329
3 22 5995 1
-40 -7 1478 1384
-9 -11 0 644
-1 -10 1860 1
-34 -15 10190 1
-20 -24 8225 713
-45 -29 6171 1
-13 -12 0 1661
-22 -13 3258 135
3 18 7700 426
9 5 12528 126
-9 -19 954 1
40 47 799 253
-2 -10 8047 1
37 24 0 1236
-18 -21 2462 987
-6 0 9697 1
13 -1 6011 392
-27 -50 6465 1
4 0 6698 1953
12 3 4296 1
-3 0 9692 144
1 4 3857 1
13 34 6408 1
13 -10 6186 1043
8 32 7080 202
-16 3 4795 365
0 -25 1853 1
17 24 9594 1
-41 -13 7666 1839
0 2 5067 1
10 16 0 939
-16 12 3216 106
8 -4 0 1
-12 3 4226 58
15 -5 9953 451
-23 10 11531 1080
3 15 9460 1
-20 0 11754 3455
-5 -26 8580 1
5 -44 3729 1624
-7 1 4197 1
-21 -1 5367 1
-2 14 0 712
-20 -6 7004 422
-9 -9 11746 390
16 14 9733 317
9 5 0 1025
2 -32 9667 1
-16 -27 700 1
-19 2 986 1
8 3 0 1
-20 -31 11716 355
-11 -17 10811 1753
1 19 14221 1228
-27 18 10161 2013
-3 3 13683 1
9 -14 11149 1
24 13 5152 1
-5 -7 4648 1
18 -18 12527 350
1 -29 0 1
-11 -34 0 2416
-20 -13 0 1501
-20 -3 6807 1
19 -10 9528 1
-12 19 2855 626
-21 -5 7728 455
-33 28 655 270
-1 25 1035 568
10 -9 6376 213
28 6 6660 172
29 -16 6444 669
21 11 4992 1978
13 9 0 1
-2 37 0 1
11 32 7812 1
20 17 4446 812
8 46 0 1
-6 12 8289 649
-17 7 4917 1
-33 -14 10641 1
-22 -37 0 858
0 7 9066 958
5 5 1812 1
-28 54 9300 995
-1 -19 8987 1564
-23 5 14596 504
28 30 2871 269
26 40 9666 1541
-19 -12 1680 1
9 -24 14376 1411
-4 -22 0 1
-1 -18 6493 269
-2 -15 0 1018
21 -45 4192 218
15 -9 9705 1
14 14 4964 1
10 -2 4475 1
-1 -30 10688 534
-7 -25 8043 631
17 13 4634 1447
27 -15 6975 1
3 -2 2559 1
-29 0 4762 1202
-34 25 3625 1
18 -6 11547 1
-27 3 10233 1
18 -13 4360 288
-22 -11 3416 1
10 -16 5072 512
-28 2 13389 1756
-2 -26 2636 73
0 4 6824 1004
18 -5 5052 830
-22 -8 0 1
12 11 8427 1188
0 34 3765 1
17 -13 9938 415
25 9 10457 1
-4 20 0 1
-28 16 1042 1
-20 -1 2930 1
-4 14 0 41
36 10 1985 74
-7 -11 571 667
-15 17 9437 1
21 14 4077 1144
-13 -2 2265 79
-21 7 8581 1
17 -8 774 1
-2 13 9617 955
6 13 567 1214
3 -24 0 1
22 -6 3985 1
12 -18 8373 1
8 24 5200 529
-13 12 3196 24
-12 22 11209 2076
-11 -1 0 667
-4 1 3400 1
-7 -14 3364 1
50 -5 2143 1
47 44 14348 1
-6 -41 3742 1
-12 -22 0 237
3 -1 5534 1
20 -1 0 1
-5 23 5383 1
7 13 3472 1
-37 16 2671 144
-31 33 6759 907
-52 -28 1358 1
26 -8 3360 1
26 -19 6898 1
9 -17 4844 1
-28 -10 204 964
-15 8 13574 890
-10 1 16540 1
1 44 8828 983
-35 -39 16609 1
6 -22 0 2737
13 -2 13990 970
30 21 15424 1
14 -19 394 1
-29 -31 7491 723
4 -1 641 1041
-3 -20 771 84
11 -4 6608 401
19 13 3571 371
-4 0 3075 849
24 4 6687 603
-5 -16 8621 605
25 25 9657 1
-25 -17 7513 1
-24 13 4705 1
-10 -17 14296 1
-21 21 6635 1018
-10 -6 2508 303
2 20 1101 1
-7 -13 396 1
-15 3 2621 1575
-19 12 11528 377
8 -22 5217 409
1 -13 6775 1
-2 15 7934 574
-44 1 4087 390
-2 0 0 743
-2 -11 0 1
27 5 6367 1382
5 -30 10644 438
28 -29 17110 306
31 -10 4949 690
-8 26 0 2052
-26 5 0 1
-21 -19 3996 1
-2 11 2551 1
25 16 8226 1748
1 -19 5562 629
0 21 1547 1
32 6 4170 365
19 0 0 227
14 -27 8502 1
28 20 2846 933
6 -13 8135 1
-14 -30 4964 98
48 1 1723 735
8 -6 12015 1
13 -43 6124 1
34 -9 4548 65
28 11 0 47
-18 -4 2425 1024
4 19 3123 1
6 5 5590 418
-24 -8 7823 1
24 33 3991 172
-7 5 4936 1204
21 14 149 386
-32 -9 4581 1
-1 11 6024 603
20 -11 9718 1
20 16 2836 1
0 -17 4656 599
6 -23 3813 305
18 24 0 1
-15 9 6744 997
8 27 7851 1
-8 -17 2063 1
8 -8 0 1
-1 -17 5244 788
9 -12 1158 1136
2 -2 1663 1280
44 24 4486 859
-5 18 4145 455
15 -5 0 1
-8 -39 3606 640
11 -13 0 528
-9 -19 877 1
12 -2 4420 1
-2 -7 6232 1
-14 -6 0 1
5 16 8499 141
3 15 5349 1
15 -1 4222 1
32 30 12920 1705
-7 -19 10950 759
-10 -22 4958 1
58 -10 10985 449
-13 8 0 1
24 37 8911 433
12 -5 4827 728
10 9 4186 59
-8 -8 4102 1916
27 -27 6147 648
-1 25 756 1
-7 25 11882 1763
-11 -6 0 1
-15 -17 6892 148
12 42 2968 1
12 -29 5452 5
6 -7 820 801
-16 11 7100 1
-16 10 17024 343
16 -17 6202 1
-5 -16 12679 1
21 16 3121 929
4 -1 0 1
-4 14 0 252
-30 -6 14870 1
-27 -20 702 1
-10 -16 5162 16
3 -8 5919 1557
13 21 0 1
-9 1 0 459
7 -33 10781 1
-19 -7 7322 1413
20 5 14096 188
1 7 0 744
18 6 8288 1
-8 -8 0 1
-18 31 5159 1
-14 34 5855 528
11 -14 9355 1
32 0 0 1
7 16 11458 2247
2 -35 4419 1
11 49 6585 1567
-20 0 0 1
-12 25 7076 1
-16 19 544 1146
0 -5 10890 1
9 8 4391 148
12 -1 8072 1
-12 10 4748 1
-11 -28 5317 1
-58 25 7330 1
0 9 0 397
7 0 8321 1
12 6 15568 526
7 -31 3014 1
32 -37 11406 1
23 -29 0 1
-6 1 5708 1854
-13 9 4443 1535
62 3 7485 1
7 -13 5345 1
27 -29 1639 243
-16 -46 0 295
-22 19 9274 1
0 -16 7198 1
-21 0 8884 1
-17 10 3082 922
5 5 6089 1
9 -3 14035 1
9 0 7728 1
21 -28 3298 229
-7 5 0 1
-9 -27 93 1
0 9 10948 697
-19 -1 8253 421
6 -7 15014 1
9 11 7442 1
11 11 8056 388
-12 -18 2211 1
18 -18 2857 1
-25 15 6349 452
15 -5 11019 555
-17 8 3157 191
-13 -8 2703 434
7 30 3505 185
27 -14 3163 1
-4 2 8341 1
0 -1 10536 12
-20 -37 0 1
4 -12 10915 1
16 62 2809 1
1 -6 14005 264
-4 20 3540 920
20 15 10806 1
20 24 5631 1
19 21 9989 1
2 16 0 1
0 20 15559 1
43 -23 10435 1
3 4 3090 1
-1 -16 6902 1
1 -7 3962 1
36 -27 9496 36
-4 17 7488 1
4 -21 11348 490
6 8 9786 1
-13 -41 5110 1
-2 -33 10307 887
42 -21 1274 75
-6 32 14371 1344
0 -37 4666 1
-17 -4 3950 1
12 12 5665 1
13 1 3258 1
-14 -8 3782 1388
9 12 11493 1
-6 -12 8547 1
1 -10 10913 705
-37 10 0 208
-16 -31 0 1
16 23 8946 1
46 -34 2002 1568
38 32 5531 1
44 -16 4165 1232
31 15 0 556
16 -27 10262 321
26 -33 2137 84
-9 -21 5581 659
-1 25 3865 1
-3 36 0 229
-18 -30 7220 1
3 -19 2115 1
2 18 10902 1433
23 -8 7958 1
-12 -12 6542 388
19 8 1947 772
-43 -18 6234 1
6 15 10055 1
3 -16 2601 1
-20 -29 4156 1
-17 8 790 1
-43 25 3968 1360
34 -24 16837 1
-6 -26 11711 1
17 10 3720 1
-1 -16 13423 1
3 10 3095 505
0 -28 1124 1
32 -17 8297 1
-21 12 5894 32
20 7 1736 1
6 -23 849 1936
1 -7 12467 192
14 -17 3518 1
-9 -12 0 1
18 0 6923 1
2 -5 0 1
8 -24 1785 48
-10 25 6014 501
37 -5 0 1
2 -6 8872 501
6 -10 6106 912
-51 0 1007 1
-26 8 3809 1
-36 -45 1243 1
1 -13 0 1
-9 -29 8081 39
10 -4 0 492
-9 13 12672 187
-13 -31 9677 1
-1 -15 7859 1
31 -36 5040 1308
11 21 7052 1
-35 4 6467 1
45 -7 4693 306
-15 -9 1152 1695
-14 16 8950 28
-40 -3 8446 1
5 12 5841 1
12 15 11426 61
-7 -17 2019 1
-6 9 0 783
-27 10 3118 1
21 -13 2821 1
1 10 1069 1
-42 -1 6663 1470
6 23 6040 1
-23 -7 3371 1
22 -23 0 1
7 -8 0 69
19 -22 17318 2069
-2 3 3680 1225
4 -23 6102 1
-16 5 2430 1
36 44 5429 1
-15 13 0 555
4 3 0 519
-2 -10 287 1
-17 1 4538 872
-5 73 0 2179
-33 -6 289 38
8 5 6348 1
9 -22 6746 1
24 6 10653 1
34 31 1170 1
-25 -18 0 1
2 -20 0 1
27 -17 1925 700
-20 7 12178 2196
10 9 4923 335
4 -37 3850 23
8 14 12690 1
0 -17 2791 1
-4 11 7737 1059
24 -19 0 1
19 2 8248 1
7 19 4084 1
2 7 14163 1
-50 -20 1864 345
-20 -14 7365 1
12 9 6386 173
-13 -16 3745 297
11 -3 338 1
-22 -10 11252 442
22 35 4332 1960
1 5 1321 1
-1 14 0 225
-4 20 5895 1
10 -19 8372 1
2 -17 0 1
19 2 8480 427
14 -22 2878 222
10 -18 7523 1
-1 -10 12188 1
-16 20 1897 1
-40 -13 5198 341
-13 -17 9281 502
29 3 18191 1
50 -8 3352 1
-4 2 11459 1
-19 -33 6266 1
27 19 3014 1
0 12 0 1
16 -19 7005 1
1 1 8213 1284
2 8 6952 1
-4 43 0 1
29 -2 0 390
-12 -3 5052 1
-8 -7 3152 1
16 14 8780 1026
-19 -3 8279 1
-30 -52 5980 1
23 -6 7696 1685
-14 -33 3431 1381
0 -7 2314 1204
-3 -3 2542 1
-12 17 9872 517
-5 8 0 1
4 20 8389 1
0 10 8500 1
12 6 0 714
9 -13 4470 497
26 19 8206 1
9 30 8868 1
2 -15 5020 563
-31 -23 7388 1
-10 -8 3092 1
27 -28 13460 1
14 27 1912 1018
2 -17 10342 221
-20 -3 14443 1
-12 7 9755 1
19 -7 7322 536
-2 -16 9712 1
26 -4 5104 643
-13 -8 13634 1
0 8 7760 689
12 -29 0 1
-6 11 1537 977
4 21 18680 720
29 0 6804 1
-9 9 8080 1
-7 -4 3245 1
38 -3 1546 1
10 10 8046 105
2 2 0 1
-19 0 1185 1154
-26 -1 5236 1114
-1 -9 4575 1
4 4 1711 1
-6 -43 6254 2181
-6 -15 38 833
14 -18 5847 1
11 18 9873 1
-9 -29 14372 1
-1 19 0 1
-11 14 2437 2066
10 19 4185 173
-19 3 215 654
24 1 4788 1
6 -41 6219 1
-14 7 10916 798
-17 -18 1784 1727
7 -22 0 1
0 25 13626 508
-5 -6 0 865
-34 13 0 399
